Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Kuwait,KWT,Government Effectiveness: Estimate,GE.EST,-0.00725128641352057,0.202237173914909,0.168634131550789,0.0245807953178883,-0.0703019425272942,-0.0706692039966583,-0.14839899539947501,-0.0331108085811138,-0.18044488132
Kuwait,KWT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.501609623432159,0.35278430581092796,0.451988816261292,0.311102718114853,0.203606218099594,0.16605558991432198,0.149006545543671,-0.213420271873474,-0.147371500730515
Kuwait,KWT,Regulatory Quality: Estimate,RQ.EST,0.17452211678028098,0.15357483923435197,0.159951537847519,0.0832637175917625,-0.0365543141961098,-0.0714553818106651,-0.145351275801659,-0.17312702536582902,-0.0738063901662827
Kuwait,KWT,Voice and Accountability: Estimate,VA.EST,-0.54338139295578,-0.48464551568031294,-0.524435579776764,-0.558573603630066,-0.642977952957153,-0.65760612487793,-0.657459795475006,-0.6636335253715521,-0.6943897008895871
Kyrgyz Republic,KGZ,Government Effectiveness: Estimate,GE.EST,-0.788391470909119,-0.964859664440155,-0.6516974568366999,-0.637984752655029,-0.6494995951652529,-0.651904582977295,-0.8654091954231259,-0.914483785629272,-0.8985106945037841
Kyrgyz Republic,KGZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.5695741176605219,-0.6249720454216,-1.0396523475647,-1.0980306863784801,-0.9112513661384579,-0.911773800849915,-0.804615676403046,-0.882437944412231,-0.6555846929550171
Kyrgyz Republic,KGZ,Regulatory Quality: Estimate,RQ.EST,-0.350386291742325,-0.331768989562988,-0.251272559165955,-0.21001496911048897,-0.33207809925079307,-0.31303271651268,-0.434673011302948,-0.5026596188545229,-0.35272344946861295
Kyrgyz Republic,KGZ,Voice and Accountability: Estimate,VA.EST,-1.0917649269104002,-1.01988685131073,-0.9343348741531371,-0.6829872727394101,-0.611097157001495,-0.538261115550995,-0.46249738335609397,-0.40414622426033003,-0.4898577034473421
Lao PDR,LAO,Government Effectiveness: Estimate,GE.EST,-0.875575244426727,-0.9469504356384281,-0.860021352767944,-0.8338493108749391,-0.8377158045768741,-0.730048060417175,-0.4153114855289461,-0.51050466299057,-0.38547551631927507
Lao PDR,LAO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.0170669294893742,-0.158739686012268,-0.282062977552414,-0.058007225394249,0.0337390303611755,0.0674438998103142,0.498692989349365,0.541362047195435,0.499417662620544
Lao PDR,LAO,Regulatory Quality: Estimate,RQ.EST,-1.14348220825195,-1.0718568563461301,-1.01574611663818,-0.977672517299652,-0.819959998130798,-0.83984637260437,-0.849619328975677,-0.80645626783371,-0.7250713109970089
Lao PDR,LAO,Voice and Accountability: Estimate,VA.EST,-1.70953750610352,-1.6993710994720501,-1.67684125900269,-1.6785060167312602,-1.64357113838196,-1.64945232868195,-1.73321986198425,-1.75341868400574,-1.72922110557556
Latvia,LVA,Government Effectiveness: Estimate,GE.EST,0.558495283126831,0.62380987405777,0.7088099718093871,0.698138296604156,0.838448524475098,0.889026761054993,0.9585502743721009,1.08966612815857,0.99773508310318
Latvia,LVA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.20459489524364496,0.348459661006927,0.527854025363922,0.32000213861465504,0.453626722097397,0.593635261058807,0.48726835846900896,0.44374722242355297,0.391611039638519
Latvia,LVA,Regulatory Quality: Estimate,RQ.EST,1.02467322349548,0.985588133335114,0.98367577791214,0.9598080515861508,1.01659488677979,1.04386591911316,1.17165410518646,1.08879995346069,1.08019542694092
Latvia,LVA,Voice and Accountability: Estimate,VA.EST,0.7807863354682919,0.8499378561973571,0.794243931770325,0.736775279045105,0.7755155563354491,0.7704234123229979,0.8494349122047421,0.8464737534523009,0.8709867596626278
Lebanon,LBN,Government Effectiveness: Estimate,GE.EST,-0.41743946075439503,-0.468741685152054,-0.279229581356049,-0.266072303056717,-0.34678253531456,-0.395220428705215,-0.37551414966583296,-0.474226981401443,-0.528524875640869
Lebanon,LBN,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.87579619884491,-1.56168150901794,-1.62501502037048,-1.5582875013351398,-1.66481232643127,-1.69035339355469,-1.69794130325317,-1.7025865316391,-1.55500912666321
Lebanon,LBN,Regulatory Quality: Estimate,RQ.EST,-0.24717229604721103,-0.05134467035532,0.0541962087154388,-0.0588082931935787,-0.117680497467518,-0.0763562619686127,-0.25034737586975103,-0.29481071233749395,-0.343141108751297
Lebanon,LBN,Voice and Accountability: Estimate,VA.EST,-0.42211821675300604,-0.355251491069794,-0.331298321485519,-0.39013403654098494,-0.38583338260650607,-0.404981285333633,-0.42030742764473,-0.462531268596649,-0.5229655504226679
Lesotho,LSO,Government Effectiveness: Estimate,GE.EST,-0.40095657110214206,-0.29424354434013394,-0.312128484249115,-0.30929109454154996,-0.37543985247612,-0.417200416326523,-0.555181264877319,-0.6843406558036801,-0.8045881986618041
Lesotho,LSO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.20592890679836298,0.325991600751877,0.456775397062302,0.3839407563209529,0.274199098348618,0.338074296712875,-0.33281204104423495,-0.308428764343262,-0.252483040094376
Lesotho,LSO,Regulatory Quality: Estimate,RQ.EST,-0.6459164023399351,-0.624896168708801,-0.596389651298523,-0.60561865568161,-0.523798584938049,-0.35411360859870894,-0.41167354583740207,-0.396242409944534,-0.38763022422790505
Lesotho,LSO,Voice and Accountability: Estimate,VA.EST,-0.06622325628995901,-0.0834325850009918,-0.101529680192471,-0.0892456248402596,0.0723328962922096,0.120267115533352,0.16197054088115698,0.11734657734632499,0.0340431928634644
Liberia,LBR,Government Effectiveness: Estimate,GE.EST,-1.28366959095001,-1.23115265369415,-1.27708506584167,-1.2510192394256598,-1.1737282276153602,-1.38476610183716,-1.34305560588837,-1.3938906192779499,-1.31946659088135
Liberia,LBR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.2850855588913002,-1.05108249187469,-0.468525290489197,-0.42737025022506697,-0.484476506710052,-0.475507080554962,-0.6154496073722839,-0.818025708198547,-0.546739459037781
Liberia,LBR,Regulatory Quality: Estimate,RQ.EST,-1.3414226770401,-1.19683647155762,-1.05697631835938,-1.0919144153595,-1.05023741722107,-0.911904156208038,-0.863232135772705,-0.865030646324158,-0.9485231637954709
Liberia,LBR,Voice and Accountability: Estimate,VA.EST,-0.184938207268715,-0.163397803902626,-0.211389556527138,-0.256350547075272,-0.306616246700287,-0.38732269406318703,-0.275833427906036,-0.22102689743042,-0.0950270220637321
Libya,LBY,Government Effectiveness: Estimate,GE.EST,-1.17803728580475,-1.08962380886078,-1.0972189903259302,-1.31228852272034,-1.4742321968078602,-1.4710551500320401,-1.6914701461791999,-1.65316522121429,-1.8914737701416
Libya,LBY,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.808253288269043,0.8332729339599609,0.0280884467065334,-1.28737926483154,-1.5869597196579,-1.8440765142440803,-2.3534071445465097,-2.19662833213806,-2.20801758766174
Libya,LBY,Regulatory Quality: Estimate,RQ.EST,-0.907893717288971,-1.1406782865524299,-1.19029307365417,-1.53826785087585,-1.6564998626709,-1.85995030403137,-2.12051057815552,-2.2323133945465097,-2.2742586135864302
Libya,LBY,Voice and Accountability: Estimate,VA.EST,-1.94149112701416,-1.9102791547775302,-1.9404156208038301,-1.59441232681274,-0.9007419943809509,-0.97160005569458,-1.11372578144073,-1.3415628671646103,-1.3728095293045
Liechtenstein,LIE,Government Effectiveness: Estimate,GE.EST,1.7950919866561899,1.80230689048767,1.78350877761841,1.7703253030776998,1.78956425189972,1.7544858455658001,1.7051786184310902,1.6893316507339498,1.7012436389923102
Liechtenstein,LIE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.33776533603668,1.55399060249329,1.5440874099731399,1.49057960510254,1.3891996145248402,1.39717161655426,1.45886182785034,1.45784044265747,1.46233880519867
Liechtenstein,LIE,Regulatory Quality: Estimate,RQ.EST,1.3984675407409701,1.5158094167709397,1.5275769233703602,1.50285756587982,1.5595382452011102,1.5806306600570699,1.42838406562805,1.38985550403595,1.37274646759033
Liechtenstein,LIE,Voice and Accountability: Estimate,VA.EST,1.3171306848526,1.5455671548843402,1.5869117975235,1.56395924091339,1.50602972507477,1.48697376251221,1.39574730396271,1.38757658004761,1.18799638748169
Lithuania,LTU,Government Effectiveness: Estimate,GE.EST,0.616990625858307,0.693558394908905,0.7432536482810971,0.7037991881370541,0.8334090113639828,0.831737101078033,0.982653379440308,1.1851658821106,1.0863218307495102
Lithuania,LTU,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.746256947517395,0.631208837032318,0.7152606248855591,0.671200335025787,0.7862098813056949,0.964532315731049,0.742136418819427,0.759793996810913,0.7988766431808471
Lithuania,LTU,Regulatory Quality: Estimate,RQ.EST,1.1239806413650502,0.9537430405616759,0.96214497089386,0.9313331246376041,1.12394261360168,1.15419268608093,1.1937226057052601,1.2770351171493501,1.13616549968719
Lithuania,LTU,Voice and Accountability: Estimate,VA.EST,0.849656224250793,0.902159810066223,0.915634632110596,0.860525906085968,0.9295096397399899,0.94001966714859,0.961591064929962,0.9738417267799381,0.9863983988761899
Luxembourg,LUX,Government Effectiveness: Estimate,GE.EST,1.6256265640258798,1.74732005596161,1.7217735052108798,1.74848401546478,1.67207193374634,1.62990248203278,1.6544332504272499,1.72436368465424,1.69212710857391
Luxembourg,LUX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.51231276988983,1.45053279399872,1.46121859550476,1.31742680072784,1.3319188356399498,1.33524811267853,1.3783237934112502,1.4393984079361,1.4070107936859098
Luxembourg,LUX,Regulatory Quality: Estimate,RQ.EST,1.65792977809906,1.6461592912673997,1.67633521556854,1.8654808998107901,1.76741695404053,1.7805473804473897,1.63089632987976,1.6580286026001,1.7222594022750901
Luxembourg,LUX,Voice and Accountability: Estimate,VA.EST,1.5455790758132901,1.5550816059112502,1.5748361349105802,1.60453939437866,1.6499006748199498,1.6310963630676298,1.55468213558197,1.54670715332031,1.4367667436599698
"Macao SAR, China",MAC,Government Effectiveness: Estimate,GE.EST,1.02144372463226,1.3496986627578702,1.35544371604919,1.33189988136292,1.09371995925903,1.06419360637665,1.46845614910126,1.4502600431442298,1.17795729637146
"Macao SAR, China",MAC,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.47743639349937395,0.605487644672394,0.573578119277954,0.607760488986969,0.62878555059433,0.7577229142189029,1.2061685323715199,1.2022564411163301,1.41510915756226
"Macao SAR, China",MAC,Regulatory Quality: Estimate,RQ.EST,1.02728796005249,1.28293323516846,1.35162854194641,1.33774316310883,1.3557339906692498,1.34744012355804,1.7322204113006598,1.7724404335022,1.78144979476929
"Macao SAR, China",MAC,Voice and Accountability: Estimate,VA.EST,0.0831067636609077,0.5920654535293579,0.628308296203613,0.6061164140701291,-0.24322135746479,-0.267653346061707,-0.33055317401886,-0.0673660412430763,-0.0559072494506836
"Macedonia, FYR",MKD,Government Effectiveness: Estimate,GE.EST,-0.0189867690205574,-0.0511887483298779,-0.0899653881788254,-0.10768840461969399,-0.0701415091753006,-0.0528186373412609,0.131663471460342,0.11849307268858,0.094409391283989
"Macedonia, FYR",MKD,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.296046674251556,-0.29924368858337397,-0.5185170769691471,-0.617963790893555,-0.492649525403976,-0.416076391935349,0.256382942199707,-0.287016063928604,-0.38226768374443104
"Macedonia, FYR",MKD,Regulatory Quality: Estimate,RQ.EST,0.222224444150925,0.286594808101654,0.32096537947654696,0.319800913333893,0.35227349400520297,0.330021768808365,0.48277351260185203,0.43171793222427396,0.440831452608109
"Macedonia, FYR",MKD,Voice and Accountability: Estimate,VA.EST,0.195739969611168,0.16813851892948198,0.114985644817352,-0.0394918508827686,-0.0284961052238941,-0.0575456246733665,-0.141482040286064,-0.18190008401870703,-0.23415017127990698
Madagascar,MDG,Government Effectiveness: Estimate,GE.EST,-0.6498097777366639,-0.8023021221160892,-0.9596365094184879,-1.03242099285126,-1.08909630775452,-1.1311144828796398,-1.29932165145874,-1.2981685400009197,-1.16646146774292
Madagascar,MDG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.470053136348724,-0.732852578163147,-0.9783388376235959,-0.705585896968842,-0.5361369848251339,-0.659993410110474,-0.557235836982727,-0.427362889051437,-0.39705210924148604
Madagascar,MDG,Regulatory Quality: Estimate,RQ.EST,-0.32507079839706393,-0.5246623754501339,-0.566237449645996,-0.5281696915626529,-0.5632994771003721,-0.6486014127731321,-0.692174136638641,-0.765178918838501,-0.6897794008255
Madagascar,MDG,Voice and Accountability: Estimate,VA.EST,-0.32615292072296104,-0.8315293788909909,-0.8454349040985111,-0.8793460130691529,-0.883270680904388,-0.7633571624755859,-0.5003058910369871,-0.378629118204117,-0.269111484289169
Malawi,MWI,Government Effectiveness: Estimate,GE.EST,-0.5456289649009699,-0.474432647228241,-0.41068077087402294,-0.42539194226265004,-0.47860586643219,-0.47991529107093794,-0.628111243247986,-0.6731606125831601,-0.734152972698212
Malawi,MWI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0621807500720024,0.0532401874661446,0.0438957661390305,-0.072912722826004,-0.00268616923131049,-0.20580980181694,0.0810932070016861,0.0318961478769779,-0.0591660253703594
Malawi,MWI,Regulatory Quality: Estimate,RQ.EST,-0.48363095521926897,-0.448838859796524,-0.574821412563324,-0.700428664684296,-0.703060507774353,-0.685081660747528,-0.8000299334526059,-0.818081498146057,-0.844843208789825
Malawi,MWI,Voice and Accountability: Estimate,VA.EST,-0.246654778718948,-0.14880181849002802,-0.190986260771751,-0.24541950225830103,-0.20608437061309803,-0.17875400185585,-0.0642981454730034,-0.00526724103838205,0.0359685905277729
Malaysia,MYS,Government Effectiveness: Estimate,GE.EST,1.10851919651031,0.9837059974670409,1.12051796913147,1.02116322517395,0.9198641777038571,0.9998065233230591,1.11512720584869,0.949163854122162,0.881595492362976
Malaysia,MYS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.108325093984604,-0.0423811338841915,0.143352136015892,0.0774097666144371,-0.00521240243688226,0.0517915934324265,0.266619145870209,0.25895756483078,0.100645072758198
Malaysia,MYS,Regulatory Quality: Estimate,RQ.EST,0.316368818283081,0.30368909239769,0.588942646980286,0.5820687413215639,0.570483684539795,0.6367029547691351,0.8377209305763241,0.7526733279228209,0.711715161800385
Malaysia,MYS,Voice and Accountability: Estimate,VA.EST,-0.563192903995514,-0.503895342350006,-0.499978125095367,-0.474874913692474,-0.34653919935226396,-0.33967924118042,-0.360303103923798,-0.391462832689285,-0.46791458129882796
Maldives,MDV,Government Effectiveness: Estimate,GE.EST,-0.229308560490608,-0.440251678228378,-0.20713099837303198,-0.305917918682098,-0.215160638093948,-0.322261244058609,-0.3616643846035,-0.3757927417755129,-0.326829999685287
Maldives,MDV,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.164179891347885,-0.23111303150653797,-0.166243851184845,-0.24263018369674696,-0.36517146229744,0.125037372112274,0.679096162319183,0.42067152261734003,0.40754252672195396
Maldives,MDV,Regulatory Quality: Estimate,RQ.EST,-0.353748500347137,-0.36940285563468894,-0.36328557133674605,-0.368263751268387,-0.379721850156784,-0.43107980489730796,-0.344271451234818,-0.414950549602509,-0.458117961883545
Maldives,MDV,Voice and Accountability: Estimate,VA.EST,-0.301234483718872,-0.0484582372009754,-0.0626937076449394,-0.15664036571979503,-0.468655318021774,-0.45963370800018294,-0.37221631407737704,-0.517891108989716,-0.736969649791718
Mali,MLI,Government Effectiveness: Estimate,GE.EST,-0.773702204227448,-0.801333725452423,-0.8643363118171691,-0.822296500205994,-0.996795296669006,-0.9028686285018921,-1.0990879535675,-0.93202418088913,-0.9900409579277042
Mali,MLI,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.210366487503052,-0.0755709260702133,-0.18289922177791604,-0.708379745483398,-2.03432869911194,-1.72216212749481,-1.71398878097534,-1.68566393852234,-1.54750943183899
Mali,MLI,Regulatory Quality: Estimate,RQ.EST,-0.405485689640045,-0.408694267272949,-0.49319627881050104,-0.398291230201721,-0.41080000996589705,-0.496063709259033,-0.602356791496277,-0.5779869556427,-0.590899646282196
Mali,MLI,Voice and Accountability: Estimate,VA.EST,0.202510952949524,0.0696146264672279,0.158107340335846,0.16789978742599498,-0.49553012847900396,-0.28450796008109996,-0.161402776837349,-0.20438103377819103,-0.18214166164398202
Malta,MLT,Government Effectiveness: Estimate,GE.EST,1.2796123027801498,1.17399513721466,1.1927274465560902,1.1953406333923302,1.2479614019393899,1.2578732967376698,1.02836167812347,0.8506262898445129,0.9476828575134281
Malta,MLT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.2726649045944198,1.24898111820221,1.25345623493195,1.06393671035767,1.06507515907288,1.04275786876678,1.1254969835281399,1.0639386177063,1.07802605628967
Malta,MLT,Regulatory Quality: Estimate,RQ.EST,1.20184552669525,1.36689877510071,1.4308922290802,1.33990907669067,1.32793581485748,1.2984508275985702,1.08308899402618,1.1688553094863898,1.15693068504333
Malta,MLT,Voice and Accountability: Estimate,VA.EST,1.24973607063293,1.15272188186646,1.16721272468567,1.1433470249176,1.16538798809052,1.15657246112823,1.1842662096023602,1.20272636413574,1.19957900047302
Marshall Islands,MHL,Government Effectiveness: Estimate,GE.EST,-1.30464899539948,-1.3983622789382901,-1.28124988079071,-1.46191453933716,-1.4404153823852501,-1.5657998323440598,-1.55840873718262,-1.60120379924774,-1.55982077121735
Marshall Islands,MHL,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.00746977329254,1.3835525512695301,1.15306556224823,1.06180381774902,1.0264002084732098,1.054114818573,0.9895857572555541,0.9194737672805791,0.9273898601531979
Marshall Islands,MHL,Regulatory Quality: Estimate,RQ.EST,-0.673831880092621,-0.9941751956939701,-0.982468485832214,-1.0045962333679201,-1.0472012758255,-1.08805859088898,-0.9499307870864871,-1.12172055244446,-0.9762668609619141
Marshall Islands,MHL,Voice and Accountability: Estimate,VA.EST,1.18814706802368,1.1320512294769298,1.11228775978088,1.12966418266296,1.1032859086990399,1.18698859214783,1.15482771396637,1.17874562740326,1.20333790779114
Martinique,MTQ,Government Effectiveness: Estimate,GE.EST,0.7635610103607181,0.761760234832764,0.749144017696381,0.741333901882172,0.747314274311066,0.752769649028778,0.696860015392303,0.747561872005463,0.7972176074981691
Martinique,MTQ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.5937815308570861,0.40166759490966797,0.395871073007584,0.618969917297363,0.581581711769104,0.62666791677475,0.9138978123664859,0.983049035072327,0.998822271823883
Martinique,MTQ,Regulatory Quality: Estimate,RQ.EST,0.894550323486328,0.90593409538269,0.893676102161407,0.8811753988265991,0.845531165599823,0.846788108348846,1.23716640472412,1.28318452835083,1.2387895584106399
Martinique,MTQ,Voice and Accountability: Estimate,VA.EST,0.525152504444122,0.523868501186371,0.5465734004974371,0.5597838163375849,0.5752363204956049,0.562124490737915,,,
Mauritania,MRT,Government Effectiveness: Estimate,GE.EST,-0.9772067070007321,-0.8949570655822751,-0.970682799816132,-0.949555337429047,-0.909612894058228,-0.9986317753791809,-0.9915040135383609,-1.02687811851501,-0.787193357944489
Mauritania,MRT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.6421886086463929,-0.883717834949493,-1.07616984844208,-1.17367887496948,-1.13399171829224,-1.01476144790649,-0.589508354663849,-0.637801229953766,-0.7357307672500609
Mauritania,MRT,Regulatory Quality: Estimate,RQ.EST,-0.64452201128006,-0.684982657432556,-0.827969372272491,-0.781344294548035,-0.636883616447449,-0.6545060276985171,-0.806669414043427,-0.8694826364517209,-0.743026971817017
Mauritania,MRT,Voice and Accountability: Estimate,VA.EST,-0.94266402721405,-0.924539506435394,-0.9092658758163449,-0.9275963306426999,-0.9109163284301759,-0.959419846534729,-0.8954227566719059,-0.887845754623413,-0.8305246233940121
Mauritius,MUS,Government Effectiveness: Estimate,GE.EST,0.7739719152450558,0.7761709690093991,0.8658755421638492,0.8734261393547059,0.981690347194672,0.8819206357002259,1.0436365604400601,1.04944086074829,0.9582058191299442
Mauritius,MUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.8898097276687621,0.706366539001465,0.6402587890625,0.946499407291412,0.971312403678894,0.94480174779892,0.6679659485816961,0.998615384101868,1.04753482341766
Mauritius,MUS,Regulatory Quality: Estimate,RQ.EST,0.7931435704231259,0.860933661460876,0.8890532851219181,0.837895929813385,0.990624845027924,0.9399689435958859,1.12727034091949,1.09145784378052,1.02964019775391
Mauritius,MUS,Voice and Accountability: Estimate,VA.EST,0.863871872425079,0.8228935003280641,0.7896773219108578,0.795731782913208,0.880852997303009,0.928681612014771,0.9408961534500121,0.822020530700684,0.86417293548584
Mexico,MEX,Government Effectiveness: Estimate,GE.EST,0.187392383813858,0.175232350826263,0.162429854273796,0.30787771940231295,0.34261652827262895,0.34539601206779497,0.19623447954654702,0.209704726934433,0.144786760210991
Mexico,MEX,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.8037660717964169,-0.6854958534240719,-0.726463437080383,-0.667768597602844,-0.662454187870026,-0.7142238020896908,-0.8539187908172611,-0.798699080944061,-0.765679061412811
Mexico,MEX,Regulatory Quality: Estimate,RQ.EST,0.338241428136826,0.22484149038791698,0.252709299325943,0.27992475032806396,0.47712379693985,0.46894308924675004,0.425959050655365,0.35772556066513106,0.287015408277512
Mexico,MEX,Voice and Accountability: Estimate,VA.EST,0.134927570819855,0.200044572353363,0.17850686609745,0.12169187515974,0.11274534463882399,0.10839230567216901,0.00031611919985152797,-0.0753640979528427,-0.0885976478457451
"Micronesia, Fed. Sts.",FSM,Government Effectiveness: Estimate,GE.EST,-0.7258899807929989,-0.709225833415985,-0.802524447441101,-0.7549889087676999,-0.643291771411896,-0.571090877056122,-0.49750080704689004,-0.396936297416687,-0.3495727777481081
"Micronesia, Fed. Sts.",FSM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.16733658313751,1.2879891395568799,1.20931696891785,1.10138940811157,1.15086984634399,1.1028585433959999,0.984550714492798,1.03515410423279,1.04967868328094
"Micronesia, Fed. Sts.",FSM,Regulatory Quality: Estimate,RQ.EST,-0.5524930357933039,-0.812512755393982,-0.875901460647583,-0.890871226787567,-0.949270725250244,-0.938380777835846,-1.03333675861359,-0.982749342918396,-0.966066122055054
"Micronesia, Fed. Sts.",FSM,Voice and Accountability: Estimate,VA.EST,1.0860421657562298,1.07439064979553,1.0508941411972,0.99717915058136,0.977706372737885,0.9965723156929019,1.1109418869018601,1.13465678691864,1.1592409610748302
Moldova,MDA,Government Effectiveness: Estimate,GE.EST,-0.773072957992554,-0.558566391468048,-0.662610054016113,-0.618257999420166,-0.5679131746292111,-0.4090806841850279,-0.418404161930084,-0.6546550989151,-0.616518259048462
Moldova,MDA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.270948767662048,-0.5855810642242429,-0.381340742111206,-0.0492937490344048,0.0464904792606831,0.0008085720473900441,-0.158987760543823,-0.32744017243385304,-0.276612102985382
Moldova,MDA,Regulatory Quality: Estimate,RQ.EST,-0.18034592270851102,-0.127822190523148,-0.103798046708107,-0.0842205435037613,-0.102717854082584,-0.0732874348759651,0.0194688756018877,-0.0662930533289909,-0.11501988768577599
Moldova,MDA,Voice and Accountability: Estimate,VA.EST,-0.30718246102333097,-0.296511173248291,-0.0552393347024918,0.0495045073330402,-0.0344260782003403,-0.0713248327374458,0.0115453377366066,0.028581615537405,-0.0326086655259132
Monaco,MCO,Government Effectiveness: Estimate,GE.EST,,,,,,,,,
Monaco,MCO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.0268098115921,0.971190869808197,0.96417373418808,1.04240882396698,1.04816234111786,1.05624389648438,1.02334785461426,0.9918018579483029,1.0002768039703398
Monaco,MCO,Regulatory Quality: Estimate,RQ.EST,,,,,,,,,
Monaco,MCO,Voice and Accountability: Estimate,VA.EST,0.9712358713150021,0.954713106155396,1.0244824886322,0.802048742771149,0.7968699336051941,0.8198217153549191,0.993912756443024,1.0170867443084701,0.8468883037567142
Mongolia,MNG,Government Effectiveness: Estimate,GE.EST,-0.5280832648277279,-0.667409181594849,-0.571974575519562,-0.585729241371155,-0.6361512541770941,-0.5484817624092101,-0.43550086021423295,-0.41869005560874895,-0.109448112547398
Mongolia,MNG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.540898263454437,0.611256778240204,0.5970422625541689,0.606538891792297,0.471134811639786,0.49132078886032104,0.791901171207428,0.71638435125351,0.8202185630798341
Mongolia,MNG,Regulatory Quality: Estimate,RQ.EST,-0.33744871616363503,-0.29796531796455394,-0.240561261773109,-0.22191205620765697,-0.206885248422623,-0.32358705997467,-0.27146378159523005,-0.350510865449905,-0.0764399617910385
Mongolia,MNG,Voice and Accountability: Estimate,VA.EST,0.268697589635849,0.12556816637516002,0.0884565562009811,0.0520602278411388,0.0654749944806099,0.10895552486181301,0.24144464731216397,0.270232141017914,0.450091898441315
Montenegro,MNE,Government Effectiveness: Estimate,GE.EST,-0.0349910892546177,-0.0219300594180822,0.0901538580656052,0.0984159782528877,0.130459979176521,0.16006788611412,0.26519009470939603,0.155747339129448,0.10437375307083101
Montenegro,MNE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.765100598335266,0.816264450550079,0.584210991859436,0.5653415322303771,0.5965630412101751,0.504595458507538,0.219455271959305,0.14079771935939803,0.156316861510277
Montenegro,MNE,Regulatory Quality: Estimate,RQ.EST,-0.126968026161194,-0.0436490699648857,-0.0657088607549667,-0.0579515099525452,0.0213996022939682,0.0655325725674629,0.126558572053909,0.22679321467876398,0.224384620785713
Montenegro,MNE,Voice and Accountability: Estimate,VA.EST,0.23590849339961997,0.24179399013519298,0.189758241176605,0.207890570163727,0.21790593862533603,0.178289800882339,0.16030025482177698,0.144006341695786,0.0849808901548386
Morocco,MAR,Government Effectiveness: Estimate,GE.EST,-0.17560161650180803,-0.14047843217849698,-0.10416278988122901,-0.15164196491241502,-0.0591652281582356,-0.0351245477795601,-0.0745343342423439,-0.0619438476860523,-0.0999571084976196
Morocco,MAR,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.5706447958946229,-0.39772853255271895,-0.383013308048248,-0.39225679636001604,-0.470458775758743,-0.49301761388778703,-0.44626560807228105,-0.341487437486649,-0.285499393939972
Morocco,MAR,Regulatory Quality: Estimate,RQ.EST,-0.188039407134056,-0.0602428391575813,-0.0808092802762985,-0.117086216807365,-0.0831831395626068,-0.11606701463460901,-0.130391702055931,-0.17074477672576902,-0.23496752977371202
Morocco,MAR,Voice and Accountability: Estimate,VA.EST,-0.7583240270614621,-0.7457357048988341,-0.6985896229743961,-0.7099568247795109,-0.605667233467102,-0.698580145835876,-0.6862711310386661,-0.62827855348587,-0.646655201911926
Mozambique,MOZ,Government Effectiveness: Estimate,GE.EST,-0.511353194713593,-0.549707531929016,-0.582581102848053,-0.6394115686416629,-0.6300870180129999,-0.6132692694664,-0.7226680517196659,-0.7462663054466251,-0.8527516722679142
Mozambique,MOZ,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.381511300802231,0.6261855959892271,0.394421875476837,0.332048267126083,0.39049369096756,-0.226966470479965,-0.33600273728370694,-0.513895094394684,-1.0487722158432
Mozambique,MOZ,Regulatory Quality: Estimate,RQ.EST,-0.450100719928741,-0.393640279769897,-0.397850900888443,-0.43185827136039706,-0.448183804750443,-0.40269273519515997,-0.405330508947372,-0.500393748283386,-0.704601526260376
