Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017]
"Iran, Islamic Rep.",IRN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,9.59
"Iran, Islamic Rep.",IRN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,49,49,48,47,45,43,41,36,31,..
"Iran, Islamic Rep.",IRN,Income share held by highest 10%,SI.DST.10TH.10,..,31.3,..,..,..,29,29.8,..,..,..
"Iran, Islamic Rep.",IRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.044,73.481,73.932,74.375,74.787,75.153,75.466,75.73,75.953,..
Iraq,IRQ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,34.922,34.933,34.891,34.778,34.591,34.333,34.009,33.628,33.207,..
Iraq,IRQ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.83
Iraq,IRQ,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,211,215,209,203,197,193,190,188,185,..
Iraq,IRQ,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,23.7,..,..,..,..,..
Iraq,IRQ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.177,68.283,68.465,68.702,68.963,69.219,69.458,69.672,69.862,..
Ireland,IRL,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.7,16.7,16.5,16.2,15.6,15,14.6,14.1,13.5,..
Ireland,IRL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,3.28
Ireland,IRL,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Ireland,IRL,Income share held by highest 10%,SI.DST.10TH.10,24.5,25.5,24.9,25.5,25.9,26,24.9,..,..,..
Ireland,IRL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.0951219512195,80.190243902439,80.7439024390244,80.7463414634146,80.8463414634146,81,81.3487804878049,81.4536585365854,81.6073170731707,..
Isle of Man,IMN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Isle of Man,IMN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..,..,..,..,..,..,..
Israel,ISR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.5,21.5,21.8,21.4,21.6,21.3,21.5,21.3,21.2,..
Israel,ISR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.74
Israel,ISR,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Israel,ISR,Income share held by highest 10%,SI.DST.10TH.10,..,..,31.2,..,29.6,..,..,..,..,..
Israel,ISR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.9512195121951,81.4048780487805,81.6024390243903,81.6560975609756,81.7048780487805,82.0560975609756,82.1536585365854,82.0512195121951,82.4073170731707,..
Italy,ITA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.8,9.6,9.5,9.2,9,8.5,8.3,8,7.8,..
Italy,ITA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4.78
Italy,ITA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Italy,ITA,Income share held by highest 10%,SI.DST.10TH.10,25.6,25.4,26.1,26.4,26.4,25.9,25.5,..,..,..
Italy,ITA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4853658536586,81.6365853658537,82.0365853658537,82.1878048780488,82.2390243902439,82.690243902439,83.090243902439,82.5439024390244,82.5439024390244,..
Jamaica,JAM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.283,18.035,17.794,17.566,17.355,17.162,16.983,16.809,16.629,..
Jamaica,JAM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,11.28
Jamaica,JAM,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,50,52,56,58,59,60,62,62,58,..
Jamaica,JAM,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Jamaica,JAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.334,74.619,74.883,75.122,75.334,75.523,75.689,75.836,75.97,..
Japan,JPN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.7,8.5,8.5,8.3,8.2,8.2,8,8,7.8,..
Japan,JPN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.72
Japan,JPN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Japan,JPN,Income share held by highest 10%,SI.DST.10TH.10,24.8,..,..,..,..,..,..,..,..,..
Japan,JPN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.5875609756098,82.9314634146342,82.8426829268293,82.5912195121951,83.0960975609756,83.3319512195122,83.5878048780488,83.7939024390244,83.9848780487805,..
Jordan,JOR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.244,29.132,28.975,28.746,28.436,28.045,27.576,27.043,26.469,..
Jordan,JOR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,11.75
Jordan,JOR,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,12,12,12,12,12,12,13,13,13,..
Jordan,JOR,Income share held by highest 10%,SI.DST.10TH.10,26.6,..,27.5,..,..,..,..,..,..,..
Jordan,JOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.087,73.25,73.412,73.571,73.729,73.883,74.034,74.182,74.329,..
Kazakhstan,KAZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.75,22.15,22.54,22.52,22.69,22.73,23.13,22.66,22.52,..
Kazakhstan,KAZ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.11
Kazakhstan,KAZ,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,29,24,21,20,20,20,20,19,18,..
Kazakhstan,KAZ,Income share held by highest 10%,SI.DST.10TH.10,23.6,23.1,23.1,23,22.9,22.5,22.6,22.6,..,..
Kazakhstan,KAZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.0219512195122,68.4292682926829,68.2953658536585,68.98,69.61,70.45,71.62,72,72.3,..
Kenya,KEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,36.537,35.836,35.091,34.336,33.606,32.929,32.32,31.782,31.309,..
Kenya,KEN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,2.92
Kenya,KEN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,170,166,165,159,151,145,140,136,135,..
Kenya,KEN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Kenya,KEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.275,61.68,62.936,64.008,64.907,65.651,66.242,66.695,67.032,..
Kiribati,KIR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,29.523,29.508,29.463,29.375,29.24,29.058,28.827,28.547,28.224,..
Kiribati,KIR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,22.66
Kiribati,KIR,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,29,30,30,29,27,25,24,23,22,..
Kiribati,KIR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Kiribati,KIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.146,65.244,65.354,65.481,65.623,65.78,65.949,66.13,66.317,..
"Korea, Dem. People’s Rep.",PRK,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.725,14.487,14.299,14.158,14.054,13.977,13.919,13.873,13.834,..
"Korea, Dem. People’s Rep.",PRK,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4
"Korea, Dem. People’s Rep.",PRK,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,298,318,333,341,344,344,344,344,343,..
"Korea, Dem. People’s Rep.",PRK,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
"Korea, Dem. People’s Rep.",PRK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.886,69.187,69.572,70.011,70.448,70.842,71.179,71.457,71.685,..
"Korea, Rep.",KOR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.4,9,9.4,9.4,9.6,8.6,8.6,8.6,7.9,..
"Korea, Rep.",KOR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.8
"Korea, Rep.",KOR,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,12,12,10,9,7,6,5,4,4,..
"Korea, Rep.",KOR,Income share held by highest 10%,SI.DST.10TH.10,24.5,..,24.2,..,23.8,..,..,..,..,..
"Korea, Rep.",KOR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.5170731707317,79.9682926829268,80.1170731707317,80.5682926829269,80.819512195122,81.2707317073171,81.7219512195122,82.0243902439024,82.0243902439024,..
Kosovo,XKX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19,18.8,18.5,18.3,18,17.7,17.4,17.1,16.8,..
Kosovo,XKX,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,Income share held by highest 10%,SI.DST.10TH.10,..,25,25.7,22.3,23.5,21.9,22,21.5,..,..
Kosovo,XKX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.3975609756098,69.6487804878049,69.9,70.1487804878049,70.4975609756098,70.7975609756098,71.0975609756098,71.3463414634146,71.6463414634146,..
Kuwait,KWT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.46,20.096,19.616,19.053,18.464,17.894,17.362,16.872,16.416,..
Kuwait,KWT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,15.84
Kuwait,KWT,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,10,10,11,12,14,15,17,20,21,..
Kuwait,KWT,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.764,73.868,73.979,74.096,74.217,74.338,74.458,74.577,74.694,..
Kyrgyz Republic,KGZ,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.9,25.2,26.8,27.1,27.6,27.2,27.7,27.4,26,..
Kyrgyz Republic,KGZ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.11
Kyrgyz Republic,KGZ,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,65,64,61,55,50,45,42,41,40,..
Kyrgyz Republic,KGZ,Income share held by highest 10%,SI.DST.10TH.10,25.3,24.6,24.6,23.5,23.1,23.8,22.9,24.8,22.9,..
Kyrgyz Republic,KGZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.4512195121951,69.1024390243903,69.3,69.6024390243903,70.0024390243902,70.2024390243902,70.4024390243902,70.6512195121951,70.9512195121951,..
Lao PDR,LAO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,27.539,27.15,26.715,26.241,25.752,25.267,24.788,24.317,23.85,..
Lao PDR,LAO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4
Lao PDR,LAO,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,181,174,171,160,149,139,134,131,128,..
Lao PDR,LAO,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,29.8,..,..,..,..,..
Lao PDR,LAO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.402,63.893,64.357,64.795,65.208,65.6,65.975,66.335,66.683,..
Late-demographic dividend,LTE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.3068027575457,13.2824709951522,13.1242187525562,13.0952099202992,13.2042626216716,13.124215256038,13.2669027068334,13.0188037841908,12.8844583535078,..
Late-demographic dividend,LTE,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,9.00364026585822
Late-demographic dividend,LTE,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,105.600336661448,101.267689368148,95.0153482699917,89.6174819798025,84.0671938089451,79.3292876550855,75.1313333055851,70.8989096404305,67.1950533280836,..
Late-demographic dividend,LTE,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.9303490388643,74.217410737746,74.443005658712,74.7136664108212,74.9267045283947,75.1482690827433,75.3429799480451,75.5296671748282,75.7156592203858,..
Latin America & Caribbean,LCN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,18.9154233552021,18.6218965812241,18.351215307189,18.1009486666232,17.8554134093141,17.609610098934,17.3588666937011,17.1003988056353,16.8390178592697,..
Latin America & Caribbean,LCN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.72275128747762
Latin America & Caribbean,LCN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,55.4764204371772,52.1106623027765,49.7371887840709,47.9293915087407,45.9913091609524,44.1997372151952,42.5320731800967,41.4724517444579,40.1405417692219,..
Latin America & Caribbean,LCN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.7347319890022,73.9804575428207,74.2220028650888,74.4590556400681,74.6884191733678,74.9110522560834,75.1271940228282,75.3354843581914,75.5400506153497,..
Latin America & Caribbean (excluding high income),LAC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.1641739360725,18.8500163959017,18.5641085168107,18.3007906827322,18.0454158313168,17.7905521386721,17.5295928339868,17.262525822035,16.9875153931737,..
Latin America & Caribbean (excluding high income),LAC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.95625581221891
Latin America & Caribbean (excluding high income),LAC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,59.4203075712595,55.8140755076268,53.237585309662,51.25457510458,49.2114062832485,47.457365962586,45.8489660377583,44.9711781274014,43.6456696780776,..
Latin America & Caribbean (excluding high income),LAC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.4108657304913,73.6692339651193,73.9224147133129,74.1701151987695,74.4097324494745,74.6403948358198,74.8628564002532,75.0776424083584,75.2866736438754,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.1289127473565,18.8259708169268,18.5477613534342,18.2893939703988,18.0379366414608,17.7867919314158,17.5303046764074,17.2683507067509,16.9993840168764,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.70036772831
Latin America & the Caribbean (IDA & IBRD countries),TLA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,56.351115178522,52.8708138495836,50.4247881455752,48.5765689072091,46.5957592961334,44.8208967140632,43.1531951939387,42.1054346792189,40.7617376661375,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.6059272738626,73.8548687337662,74.1000758935396,74.3411525494076,74.5752180030267,74.8011587528223,75.0196860686888,75.2312010700718,75.4373989608739,..
Latvia,LVA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.2,10.3,9.4,9.1,9.8,10.2,10.9,11.1,11.2,..
Latvia,LVA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4.91
Latvia,LVA,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Latvia,LVA,Income share held by highest 10%,SI.DST.10TH.10,27.7,26.8,26.2,27.3,26.5,26.8,26.6,26.1,..,..
Latvia,LVA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.419512195122,73.0804878048781,73.4829268292683,73.5756097560976,73.7780487804878,73.9829268292683,74.1243902439024,74.4804878048781,74.5292682926829,..
Least developed countries: UN classification,LDC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.3328737572284,34.9092019779037,34.4893664101884,34.0757689124184,33.6710302456271,33.276676957776,32.8944657861235,32.525064739464,32.1668508606015,..
Least developed countries: UN classification,LDC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,6.27506730363686
Least developed countries: UN classification,LDC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,196.985318321011,190.350156125637,184.162363579828,178.184792885218,172.760712417258,168.742644293516,166.183418499665,164.239145891599,161.862522682417,..
Least developed countries: UN classification,LDC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.5919570539325,61.2019289409397,61.7791981413611,62.3168705571668,62.815987448887,63.2776503796616,63.7017169572641,64.0895866544639,64.4451978135642,..
Lebanon,LBN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.048,13.2,13.535,13.982,14.449,14.862,15.177,15.377,15.47,..
Lebanon,LBN,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,12.71
Lebanon,LBN,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,27,28,29,30,30,31,34,33,29,..
Lebanon,LBN,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,24.8,..,..,..,..,..,..
Lebanon,LBN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.881,78.173,78.43,78.656,78.86,79.05,79.231,79.409,79.584,..
Lesotho,LSO,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.51,28.501,28.528,28.557,28.555,28.498,28.368,28.158,27.872,..
Lesotho,LSO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,3.94
Lesotho,LSO,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,71,74,76,76,75,75,75,76,76,..
Lesotho,LSO,Income share held by highest 10%,SI.DST.10TH.10,..,..,40.9,..,..,..,..,..,..,..
Lesotho,LSO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.112,50.014,50.826,51.53,52.158,52.738,53.268,53.745,54.174,..
Liberia,LBR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.352,37.747,37.167,36.619,36.101,35.611,35.152,34.721,34.318,..
Liberia,LBR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,2.42
Liberia,LBR,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,306,295,285,280,279,275,269,261,256,..
Liberia,LBR,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,26,..,..,..
Liberia,LBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.167,58.977,59.631,60.155,60.615,61.066,61.527,62.007,62.505,..
Libya,LBY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.316,21.4,21.434,21.385,21.237,20.985,20.631,20.186,19.672,..
Libya,LBY,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,10.43
Libya,LBY,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Libya,LBY,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.681,71.679,71.643,71.598,71.574,71.592,71.659,71.776,71.934,..
Liechtenstein,LIE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9,11.4,9.1,10.9,9.7,9.2,10,8.7,10,..
Liechtenstein,LIE,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,7.77
Liechtenstein,LIE,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.6829268292683,81.5,81.8414634146342,81.7926829268293,82.3829268292683,82.2609756097561,82.0731707317073,82.6560975609756,82.6560975609756,..
Lithuania,LTU,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,9.9,10.2,9.9,10,10.2,10.1,10.4,10.8,10.7,..
Lithuania,LTU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,3.67
Lithuania,LTU,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,Income share held by highest 10%,SI.DST.10TH.10,27.6,27.6,24.8,24.5,26.8,27.1,28.9,28.6,..,..
Lithuania,LTU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.8121951219512,72.9146341463415,73.2682926829268,73.5634146341464,73.8634146341464,73.9146341463415,74.5170731707317,74.3219512195122,74.3219512195122,..
Low & middle income,LMY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.9315031886853,21.7628051456469,21.5328868188313,21.3555787651838,21.2312276748465,21.0405280605416,20.9255096076581,20.6680904717867,20.4425787148528,..
Low & middle income,LMY,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.65933300853707
Low & middle income,LMY,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,121.676788881938,115.513113209878,109.561862006257,104.81490954205,100.25239864572,96.9794462352222,94.6731972665762,92.6212039682606,90.6984167176901,..
Low & middle income,LMY,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.153633489359,68.4975864346237,68.8087189393515,69.1236802268442,69.4062791263274,69.6771911735369,69.9186749839553,70.1491181831682,70.3668241627114,..
Low income,LIC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,38.4260581872564,38.0096998117752,37.5866295454707,37.1587094108624,36.7295263934331,36.3014596580918,35.875704224478,35.4531864113013,35.0354574924259,..
Low income,LIC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,5.40012279612898
Low income,LIC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,229.207986157565,222.634238732994,216.371695040756,209.577245026426,203.352590427325,198.685121933524,196.003911353974,194.553791148255,192.662159775114,..
Low income,LIC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.7845295838932,59.4399012362781,60.0500259762707,60.6128024328675,61.1370118051692,61.6298426973199,62.0930431666333,62.5278654126279,62.9354735127997,..
Lower middle income,LMC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.9191214643298,24.5833469852519,24.2349862614037,23.8899201476249,23.5637337396416,23.2561725764149,22.9555890993586,22.660524597587,22.357750518233,..
Lower middle income,LMC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,8.71005029675127
Lower middle income,LMC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,127.837901886937,119.516530970873,112.999650015279,108.378866132923,104.181098637026,101.664465183,100.245346922047,99.0282127439685,97.763734881327,..
Lower middle income,LMC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,65.4337907713218,65.8124165630166,66.1807943230881,66.5226218606555,66.8371695020695,67.1313969626417,67.3996051362059,67.6473864012714,67.8822078977277,..
Luxembourg,LUX,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.5,11.3,11.6,10.9,11.3,11.3,10.9,10.7,10.4,..
Luxembourg,LUX,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,4.42
Luxembourg,LUX,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
Luxembourg,LUX,Income share held by highest 10%,SI.DST.10TH.10,25.7,24.1,23.7,24.4,26.3,24.2,24.3,..,..,..
Luxembourg,LUX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.5390243902439,80.6365853658537,80.6317073170732,80.9878048780488,81.3926829268293,81.8,82.2292682926829,82.2926829268293,82.2926829268293,..
"Macao SAR, China",MAC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.705,9.277,9.858,10.416,10.928,11.374,11.734,11.992,12.146,..
"Macao SAR, China",MAC,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Depth of the food deficit (kilocalories per person per day),SN.ITK.DFCT,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Income share held by highest 10%,SI.DST.10TH.10,..,..,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.22,82.462,82.704,82.937,83.155,83.355,83.536,83.7,83.849,..
"Macedonia, FYR",MKD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.114,11.076,11.09,11.138,11.199,11.253,11.288,11.296,11.277,..
